react_id;name;rule;subsystem;lb;ub;ocf
NO2tex;nitrite transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
NO3R1bpp;Nitrate reductase (Ubiquinol-8);(b2203 and b2206) and (b2202) and (b2205) and (b2204);Nitrogen Metabolism;0.000000;1000.000000;0
NO3R1pp;Nitrate reductase (Ubiquinol-8) (periplasm);(b1225 and b1226 and b1224 and b1227) or (b1465 and b1466 and b1468 and b1467);Oxidative Phosphorylation;0.000000;1000.000000;0
NO3R2bpp;Nitrate reductase (Menaquinol-8) (periplasm);(b2202) and (b2203 and b2206);Nitrogen Metabolism;0.000000;1000.000000;0
NO3R2pp;Nitrate reductase (Menaquinol-8) (periplasm);(b1225 and b1226 and b1224 and b1227) or (b1465 and b1466 and b1468 and b1467);Oxidative Phosphorylation;0.000000;1000.000000;0
NO3t7pp;nitrate transport in via nitrite antiport (periplasm);(b1223) or (b1469);Inorganic Ion Transport and Metabolism;0.000000;1000.000000;0
NO3tex;nitrate transport via diffusion (extracellular to periplasm);(b1377) or (b0241) or (b2215) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
NODOx;nitric oxide dioxygenase;(b2552);Nitrogen Metabolism;0.000000;1000.000000;0
NODOy;nitric oxide dioxygenase;(b2552);Nitrogen Metabolism;0.000000;1000.000000;0
NOtex;nitric oxide transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
NOtpp;NO transport (diffusion);(s0001);Inorganic Ion Transport and Metabolism;0.000000;1000.000000;0
NPHS;naphthoate synthase;(b2262);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
NTD1; 5'-nucleotidase (dUMP);(b4374) or (b2744) or (b2291);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD10; 5'-nucleotidase (XMP);(b2744);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD10pp; 5'-nucleotidase (XMP);(b0480) or (b4055);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD11; 5'-nucleotidase (IMP);(b2744);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD11pp; 5'-nucleotidase (IMP);(b4055) or (b0480);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD12; 5'-nucleotidase (dIMP);(b2291) or (b2744);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD12pp; 5'-nucleotidase (dIMP) (periplasm);(b0480) or (b4055);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD1pp; 5'-nucleotidase (dUMP);(b4055) or (b0480);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD2; 5'-nucleotidase (UMP);(b4374) or (b2744);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD2pp; 5'-nucleotidase (UMP);(b4055) or (b0480);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD3; 5'-nucleotidase (dCMP);(b2744) or (b2291);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD3pp; 5'-nucleotidase (dCMP);(b4055) or (b0480);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD4; 5'-nucleotidase (CMP);(b2744);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD4pp; 5'-nucleotidase (CMP);(b4055) or (b0480);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD5; 5'-nucleotidase (dTMP);(b4374) or (b2744) or (b2291);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD5pp; 5'-nucleotidase (dTMP);(b4055) or (b0480);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD6; 5'-nucleotidase (dAMP);(b2291) or (b2744);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD6pp; 5'-nucleotidase (dAMP);(b4055) or (b0480);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD7; 5'-nucleotidase (AMP);(b2744);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD7pp; 5'-nucleotidase (AMP);(b4055) or (b0480);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD8; 5'-nucleotidase (dGMP);(b2291) or (b2744);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD8pp; 5'-nucleotidase (dGMP);(b4055) or (b0480);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD9; 5'-nucleotidase (GMP);(b2744);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTD9pp; 5'-nucleotidase (GMP);(b4055) or (b0480);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTP1;nucleoside-triphosphatase (ATP);(b0650) or (b4161);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTP10;nucleoside-triphosphatase (ITP);(b4161) or (b4394);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTP11;nucleoside-triphosphatase (dITP);(b4394);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTP12;nucleoside-triphosphatase (XTP);(b4394);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTP3;nucleoside-triphosphatase (GTP);(b4161);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTP3pp;nucleoside-triphosphatase (GTP) (periplasm);(b0980);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTP5;nucleoside-triphosphatase (CTP);(b4161);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTPP1;Nucleoside triphosphate pyrophosphorylase (dgtp);(b0099) or (b2781);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTPP10;Nucleoside triphosphate pyrophosphorylase (ditp);(b2954);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTPP11;Nucleoside triphosphate pyrophosphorylase (xtp);(b2954);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTPP2;Nucleoside triphosphate pyrophosphorylase (gtp);(b0099) or (b2781);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTPP3;Nucleoside triphosphate pyrophosphorylase (dctp);(b2781) or (b1759) or (b2251);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTPP4;Nucleoside triphosphate pyrophosphorylase (ctp);(b2781) or (b1759);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTPP5;Nucleoside triphosphate pyrophosphorylase (datp);(b2781) or (b1865);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTPP6;Nucleoside triphosphate pyrophosphorylase (atp);(b2781);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTPP7;Nucleoside triphosphate pyrophosphorylase (dttp);(b2251) or (b2781);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTPP8;Nucleoside triphosphate pyrophosphorylase (utp);(b2781);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTPP9;Nucleoside triphosphate pyrophosphorylase (itp);(b2954);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTPTP1;Nucleoside triphosphate tripolyhydrolase;(b0160);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTPTP2;Nucleoside triphosphate tripolyhydrolase;(b0160);Nucleotide Salvage Pathway;0.000000;1000.000000;0
NTRIR2x;nitrite Reductase (NADH);(b3365 and b3366);Oxidative Phosphorylation;0.000000;1000.000000;0
NTRIR3pp;nitrite Reductase (Ubiquinole-8, periplasm);(b4070 and b4073 and b4071 and b4072);Nitrogen Metabolism;0.000000;1000.000000;0
NTRIR4pp;nitrite Reductase (Menaquinole-8, periplasm);(b4070 and b4073 and b4071 and b4072);Nitrogen Metabolism;0.000000;1000.000000;0
O16A4COLIPAtex;O16 antigen (x4) core oligosaccharide lipid A transport (periplasm to extracellular);;Lipopolysaccharide Biosynthesis / Recycling;0.000000;1000.000000;0
O16A4Lpp;O16 anitgen (x4) ligase (periplasm);(b3622);Lipopolysaccharide Biosynthesis / Recycling;0.000000;1000.000000;0
O16AP1pp;O16 antigen polymerase (periplasm);(b2027) and (b2035);Lipopolysaccharide Biosynthesis / Recycling;0.000000;1000.000000;0
O16AP2pp;O16 antigen polymerase (periplasm);(b2027) and (b2035);Lipopolysaccharide Biosynthesis / Recycling;0.000000;1000.000000;0
O16AP3pp;O16 antigen polymerase (periplasm);(b2027) and (b2035);Lipopolysaccharide Biosynthesis / Recycling;0.000000;1000.000000;0
O16AT;rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate O-acetyltransferase (LPS O16 antigen biosynthesis);(b2033);Lipopolysaccharide Biosynthesis / Recycling;0.000000;1000.000000;0
O16AUNDtpp;O16 antigen (flippase, cytoplasm to periplasm);(b2037);Lipopolysaccharide Biosynthesis / Recycling;0.000000;1000.000000;0
O16GALFT;galactofuranosyltransferase (LPS O16 antigen biosynthesis);(b2034);Lipopolysaccharide Biosynthesis / Recycling;0.000000;1000.000000;0
O16GLCT1;glucosyltransferase I (LPS O16 antigen biosynthesis);(b2032);Lipopolysaccharide Biosynthesis / Recycling;0.000000;1000.000000;0
O16GLCT2;glucosyltransferase II (LPS O16 antigen biosynthesis);;Lipopolysaccharide Biosynthesis / Recycling;0.000000;1000.000000;0
O2Stex;superoxide anion transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
O2tex;oxygen transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
O2tpp;o2 transport via diffusion (periplasm);(s0001);Inorganic Ion Transport and Metabolism;0.000000;1000.000000;0
OAADC;oxaloacetate decarboxylase;(b1850);Pyruvate Metabolism;0.000000;1000.000000;0
OBTFL; 2-Oxobutanoate formate lyase;(b2579) and (b0902 and b0903) or (b0902 and b3114) or (b0902 and b0903);Alternate Carbon Metabolism;0.000000;1000.000000;0
OCBT;ornithine carbamoyltransferase;(b4254) or (b0273);Arginine and Proline Metabolism;0.000000;1000.000000;0
OCDCAtexi;Octadecanoate transport via facilitated irreversible diffusion (extracellular to periplasm);(b2344);Transport, Outer Membrane;0.000000;1000.000000;0
OCDCEAtexi;Octadecenoate (n-C18:1) transport via facilitated irreversible diffusion (extracellular to periplasm);(b2344);Transport, Outer Membrane;0.000000;1000.000000;0
OCTAtex;Octanoate transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
OCTDPS;Octaprenyl pyrophosphate synthase;(b3187);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
ODECOAI;Octadecenoyl-coa cis-trans isomerization;(b3846);Membrane Lipid Metabolism;0.000000;1000.000000;0
OHPBAT;O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase;(b0907);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
OHPHM; 2-octaprenyl-6-hydroxyphenol methylase;(b2232);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
OMBZLM; 2-Octaprenyl-6-methoxy-benzoquinol methylase;(b3833);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
OMCDC; 2-Oxo-4-methyl-3-carboxypentanoate decarboxylation;(b0073);Valine, Leucine, and Isoleucine Metabolism;0.000000;1000.000000;0
OMMBLHX; 2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase;(b0662);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
OMMBLHX3; 2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic);;Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
OMPDC;orotidine-5'-phosphate decarboxylase;(b1281);Purine and Pyrimidine Biosynthesis;0.000000;1000.000000;0
OMPHHX; 2-octaprenyl-6-methoxyphenol hydroxylase;(b2907);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
OMPHHX3; 2-octaprenyl-6-methoxyphenol hydroxylase (anaerobic);;Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
OP4ENH; 2-oxopent-4-enoate hydratase;(b0350);Alternate Carbon Metabolism;0.000000;1000.000000;0
OPHBDC;Octaprenyl-hydroxybenzoate decarboxylase;(b3843) or (b2311);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
OPHHX; 2-Octaprenylphenol hydroxylase;(b3835);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
OPHHX3; 2-Octaprenylphenol hydroxylase (anaerobic);;Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
ORNDC;Ornithine Decarboxylase;(b2965) or (b0693);Arginine and Proline Metabolism;0.000000;1000.000000;0
ORNabcpp;ornithine transport via ABC system (periplasm);(b2310) and (b2308) and (b2307) and (b2306);Transport, Inner Membrane;0.000000;1000.000000;0
ORNtex;ornithine transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
OROTt2_2pp;Orotate transport via proton symport (2 H) (periplasm);(b3528);Transport, Inner Membrane;0.000000;1000.000000;0
OROTtex;Orotate transport via diffusion (extracellular to periplasm);(b0241) or (b2215) or (b0929) or (b1377);Transport, Outer Membrane Porin;0.000000;1000.000000;0
ORPT;orotate phosphoribosyltransferase;(b3642);Purine and Pyrimidine Biosynthesis;0.000000;1000.000000;0
OXAMTC;oxamate transcarbamoylase;;Unassigned;0.000000;1000.000000;0
OXGDC2; 2-oxoglutarate decarboxylase;(b2264);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
P5CD; 1-pyrroline-5-carboxylate dehydrogenase;(b1014);Arginine and Proline Metabolism;0.000000;1000.000000;0
P5CR;pyrroline-5-carboxylate reductase;(b0386);Arginine and Proline Metabolism;0.000000;1000.000000;0
PA120abcpp;phosphatidate transport via ABC system (n-C12:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PA140abcpp;phosphatidate transport via ABC system (n-C14:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PA141abcpp;phosphatidate transport via ABC system (n-C14:1, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PA160abcpp;phosphatidate transport via ABC system (n-C16:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PA161abcpp;phosphatidate transport via ABC system (n-C16:1, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PA180abcpp;phosphatidate transport via ABC system (n-C18:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PA181abcpp;phosphatidate transport via ABC system (n-C18:1, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PACALDt2rpp;phenylacetaldehyde reversible transport via proton symport (periplasm);;Transport, Inner Membrane;0.000000;1000.000000;0
PACALDtex;phenethylacetaldehyde transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
PACCOAL;phenylacetate-CoA ligase;(b1398);Alternate Carbon Metabolism;0.000000;1000.000000;0
PANTS;pantothenate synthase;(b0133);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
PAPA120;Phosphatidate phosphatase (n-C12:0);(b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PAPA120pp;Phosphatidate phosphatase (periplasmic, n-C12:0);(b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PAPA140;Phosphatidate phosphatase (n-C14:0);(b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PAPA140pp;Phosphatidate phosphatase (periplasmic, n-C14:0);(b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PAPA141;Phosphatidate phosphatase (n-C14:1);(b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PAPA141pp;Phosphatidate phosphatase (periplasmic, n-C14:1);(b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PAPA160;Phosphatidate phosphatase (n-C16:0);(b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PAPA160pp;Phosphatidate phosphatase (periplasmic, n-C16:0);(b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PAPA161;Phosphatidate phosphatase (n-C16:1);(b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PAPA161pp;Phosphatidate phosphatase (periplasmic, n-C16:1);(b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PAPA180;Phosphatidate phosphatase (n-C18:0);(b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PAPA180pp;Phosphatidate phosphatase (periplasmic, n-C18:0);(b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PAPA181;Phosphatidate phosphatase (n-C18:1);(b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PAPA181pp;Phosphatidate phosphatase (periplasmic, n-C18:1);(b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PAPPT3;phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate);(b0087);Cell Envelope Biosynthesis;0.000000;1000.000000;0
PAPSR;phosphoadenylyl-sulfate reductase (thioredoxin);(b2762) and (b2582) or (b3781) and (b2762);Cysteine Metabolism;0.000000;1000.000000;0
PAPSR2;phosphoadenylyl-sulfate reductase (glutaredoxin);(b2762) and (b3610) or (b2762) and (b0849) or (b2762) and (b1654) or (b2762) and (b1064);Cysteine Metabolism;0.000000;1000.000000;0
PDE1; 3',5'-cyclic-nucleotide phosphodiesterase;(b1489);Nucleotide Salvage Pathway;0.000000;1000.000000;0
PDH;pyruvate dehydrogenase;(b0114) and (b0116) and (b0115);Glycolysis/Gluconeogenesis;0.000000;1000.000000;0
PDX5PO2;pyridoxine 5'-phosphate oxidase (anaerboic;;Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
PDX5POi;pyridoxine 5'-phosphate oxidase;(b1638);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
PDX5PS;Pyridoxine 5'-phosphate synthase;(b2564 and b0052);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
PDXPP;Pyridoxine 5-phosphate phosphatase;;Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
PE120abcpp;phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PE140abcpp;phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PE141abcpp;phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PE160abcpp;phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PE161abcpp;phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PE180abcpp;phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PE181abcpp;phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PEAMNOpp;Phenethylamine oxidase;(b1386);Nitrogen Metabolism;0.000000;1000.000000;0
PEAMNtex;phenethylamine transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
PERD;Erythronate 4-phosphate (4per) dehydrogenase;(b2320);Cofactor and Prosthetic Group Biosynthesis;0.000000;1000.000000;0
PETNT161pp;phosphoethanolamine transferase (c-C16:1);(b3546);Lipopolysaccharide Biosynthesis / Recycling;0.000000;1000.000000;0
PETNT181pp;phosphoethanolamine transferase (c-C16:1);(b3546);Lipopolysaccharide Biosynthesis / Recycling;0.000000;1000.000000;0
PFK;phosphofructokinase;(b3916) or (b1723);Glycolysis/Gluconeogenesis;0.000000;1000.000000;0
PFK_2;Phosphofructokinase;(b3916);Alternate Carbon Metabolism;0.000000;1000.000000;0
PFL;pyruvate formate lyase;(b3951 and b3952) or (b2579) and (b0902 and b0903) or (b0902 and b3114) or (b0902 and b0903);Pyruvate Metabolism;0.000000;1000.000000;0
PG120abcpp;phosphatidylglycerol transport via ABC system (n-C12:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PG140abcpp;phosphatidylglycerol transport via ABC system (n-C14:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PG141abcpp;phosphatidylglycerol transport via ABC system (n-C14:1, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PG160abcpp;phosphatidylglycerol transport via ABC system (n-C16:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PG161abcpp;phosphatidylglycerol transport via ABC system (n-C16:1, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PG180abcpp;phosphatidylglycerol transport via ABC system (n-C18:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PG181abcpp;phosphatidylglycerol transport via ABC system (n-C18:1, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PGAMT;phosphoglucosamine mutase;(b3176);Cell Envelope Biosynthesis;0.000000;1000.000000;0
PGCD;phosphoglycerate dehydrogenase;(b2913);Glycine and Serine Metabolism;0.000000;1000.000000;0
PGI;glucose-6-phosphate isomerase;(b4025);Glycolysis/Gluconeogenesis;0.000000;1000.000000;0
PGK;phosphoglycerate kinase;(b2926);Glycolysis/Gluconeogenesis;0.000000;1000.000000;0
PGL; 6-phosphogluconolactonase;(b0767);Pentose Phosphate Pathway;0.000000;1000.000000;0
PGLYCP;Phosphoglycolate phosphatase;(b3385);Alternate Carbon Metabolism;0.000000;1000.000000;0
PGM;phosphoglycerate mutase;(b3612) or (b0755) or (b4395);Glycolysis/Gluconeogenesis;0.000000;1000.000000;0
PGMT;phosphoglucomutase;(b0688) or (b2690);Alternate Carbon Metabolism;0.000000;1000.000000;0
PGP120abcpp;phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PGP140abcpp;phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PGP141abcpp;phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PGP160abcpp;phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PGP161abcpp;phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PGP180abcpp;phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PGP181abcpp;phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm);(b0914);Transport, Inner Membrane;0.000000;1000.000000;0
PGPP120;phosphatidylglycerol phosphate phosphatase (n-C14:0);(b0418) or (b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGPP120pp;phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0);(b0418) or (b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGPP140;phosphatidylglycerol phosphate phosphatase (n-C14:0);(b0418) or (b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGPP140pp;phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0);(b0418) or (b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGPP141;phosphatidylglycerol phosphate phosphatase (n-C14:1);(b0418) or (b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGPP141pp;phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1);(b1278) or (b0418);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGPP160;phosphatidylglycerol phosphate phosphatase (n-C16:0);(b0418) or (b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGPP160pp;phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0);(b0418) or (b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGPP161;phosphatidylglycerol phosphate phosphatase (n-C16:1);(b1278) or (b0418);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGPP161pp;phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1);(b0418) or (b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGPP180;phosphatidylglycerol phosphate phosphatase (n-C18:0);(b1278) or (b0418);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGPP180pp;phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0);(b0418) or (b1278);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGPP181;phosphatidylglycerol phosphate phosphatase (n-C18:1);(b1278) or (b0418);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGPP181pp;phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1);(b1278) or (b0418);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGSA120;Phosphatidylglycerol synthase (n-C12:0);(b1912);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGSA140;Phosphatidylglycerol synthase (n-C14:0);(b1912);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGSA141;Phosphatidylglycerol synthase (n-C14:1);(b1912);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGSA160;Phosphatidylglycerol synthase (n-C16:0);(b1912);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGSA161;Phosphatidylglycerol synthase (n-C16:1);(b1912);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGSA180;Phosphatidylglycerol synthase (n-C18:0);(b1912);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PGSA181;Phosphatidylglycerol synthase (n-C18:1);(b1912);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PHEMEabcpp;protoheme transport via ABC system (periplasm);(b2201) and (b2199) and (b2200);Transport, Inner Membrane;0.000000;1000.000000;0
PHEMEtiex;protoheme transport irreversible out via diffusion (periplasm to extracellular);;Transport, Outer Membrane;0.000000;1000.000000;0
PHETA1;phenylalanine transaminase;(b3770) or (b0928) or (b4054);Tyrosine, Tryptophan, and Phenylalanine Metabolism;0.000000;1000.000000;0
PHETRS;Phenylalanyl-tRNA synthetase;(b1714 and b1713);tRNA Charging;0.000000;1000.000000;0
PHEt2rpp;L-phenylalanine reversible transport via proton symport (periplasm);(b0576) or (b0112);Transport, Inner Membrane;0.000000;1000.000000;0
PHEtex;L-phenylalanine transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
PHYTSpp;Phytase (periplasm);(b0980);Alternate Carbon Metabolism;0.000000;1000.000000;0
PIt2rpp;phosphate reversible transport via symport (periplasm);(b2987) or (b3493);Inorganic Ion Transport and Metabolism;0.000000;1000.000000;0
PItex;phosphate transport via diffusion (extracellular to periplasm);(b2215) or (b0241) or (b1377) or (b0929);Transport, Outer Membrane Porin;0.000000;1000.000000;0
PIuabcpp;phosphate transport via ABC system (uptake, periplasm);(b3725) and (b3727) and (b3726) and (b3728);Inorganic Ion Transport and Metabolism;0.000000;1000.000000;0
PLIPA1A120pp;Phospholipase A1 (phosphatidate, n-C12:0) (periplasm);(b3821);Glycerophospholipid Metabolism;0.000000;1000.000000;0
PLIPA1A140pp;Phospholipase A1 (phosphatidate, n-C14:0) (periplasm);(b3821);Glycerophospholipid Metabolism;0.000000;1000.000000;0
